Strike,Expiry,Implied_Volatility
94.9816047538945,1.2347124612078049,0.3261142897066265
118.02857225639664,0.3825220411902185,0.3181524460617317
109.2797576724562,0.17685060632129507,0.31224459879099253
103.94633936788146,1.9003267976439997,0.39014648310025324
86.24074561769746,1.9329824644953908,0.3773348210488537
86.2397808134481,1.6263748288270992,0.32945061588406155
82.32334448672798,0.6439968498880728,0.34816870729912397
114.64704583099741,0.24046062231244855,0.31788942634359774
104.04460046972835,1.384254401698706,0.34537052458796236
108.32290311184182,0.9082973627922225,0.36023219731806877
80.8233797718321,0.2879745579473187,0.349290334758965
118.79639408647978,1.0155949747169768,0.370780490621354
113.29770563201687,0.11705761617467587,0.301206636329781
88.49356442713105,1.823174784053625,0.36199023762547883
87.27299868828402,0.554620964120033,0.3446715907206439
87.33618039413736,1.341918454490265,0.3782333661790784
92.1696897183815,0.6578365983743514,0.33127664733380274
100.99025726528951,1.0641326412967311,0.34787012600224954
97.27780074568463,1.1160850447193953,0.3307328155002008
91.64916560792167,0.4104661882747777,0.308458367303859
104.47411578889518,1.940690024140889,0.3860049305047016
85.57975442608168,1.5615090055541734,0.39064469495093956
91.68578594140872,1.8820229360501688,0.3674988488763284
94.65447373174767,1.7949133333339151,0.3872007190429878
98.24279936868143,1.215904958681616,0.3623821995431512
111.40703845572054,1.8476547582950777,0.3557124400132383
87.98695128633439,0.222560379001243,0.331537631500891
100.56937753654447,0.43216658171733313,0.3636320412731238
103.6965827544817,0.13819321337554924,0.31793897673407046
81.8580165087999,0.6843941449883655,0.3743025897661687
